"ID","m/z","Yellow_10_5x_2_420_1600_isotopomeric_score_annotated_1233-211210.csv","Yellow_16_5x_420_1600_isotopomeric_score_annotated_1418-211210.csv","Yellow_17_5x_420_1600_isotopomeric_score_annotated_1604-211210.csv","Yellow_18_5x_420_1600_isotopomeric_score_annotated_1743-211210.csv","Yellow_19_5x_420_1600_isotopomeric_score_annotated_1912-211210.csv","Yellow_1_5x_420-1600_isotopomeric_score_annotated_2006-211210.csv","Yellow_20_5x_420_1600_isotopomeric_score_annotated_2157-211210.csv","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
532,835.5934,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown;Unknown;Unknown","LMGP01010649,Unknown;Unknown;Unknown;Unknown","Unknown,Unknown;Unknown;Unknown;Unknown","C46H80N1O8P1-[M+Na+]-2H-7-{m+0}(0.88196)(Niso-1);C47H80N1O8P1-[M+NH4+]-{m+0}(0.87647)(Niso-1);C47H76N1O8P1-[M+NH4+]-2H-4-{m+0}(0.87493)(Niso-1);C47H78N1O8P1-[M+NH4+]-2H-2-{m+0}(0.87471)(Niso-1)","Unknown,HMDB07991;HMDB09276;HMDB09342;HMDB09309","1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PE(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PE(20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PE(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown,C00157;C00350;C00350;C00350","2H_7"
533,835.5987,2353.7172,1437.6116,2981.8978,3119.1694,2831.3251,0,1997.5127,"Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,5068,5280473","LMGP03010003;LMGP01010649,Unknown;LMGP01010644,Unknown;LMGP01010642,Unknown;Unknown;Unknown;Unknown,LMGP01010947;LMPR02010004,Unknown,Unknown","Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,303-97-9,303-97-9","C43H79N2O10P1-[M+NH4+]-2H-3-{m+0}(0.89333)(Niso-1);C46H80N1O8P1-[M+Na+]-2H-7-{m+0}(0.88196)(Niso-1);C46H82N1O8P1-[M+Na+]-2H-5-{m+0}(0.88175)(Niso-1);C46H84N1O8P1-[M+Na+]-2H-3-{m+0}(0.88153)(Niso-1);C47H80N1O8P1-[M+NH4+]-{m+0}(0.87647)(Niso-1);C48H78N1O8P1-[M+H+]-2H-7-{m+0}(0.8717)(Niso-1);C48H80N1O8P1-[M+H+]-2H-5-{m+0}(0.87148)(Niso-1);C54H82O4-[M+K+]-2H-2-{m+0}(0.85037)(Niso-1)","Unknown;Unknown,HMDB07991;Unknown,HMDB07989;Unknown,HMDB07988;HMDB09276;HMDB08189;HMDB08156,Unknown;Unknown,Unknown,HMDB06707","1-heptadecanoyl, 2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine (ammonium salt)*;*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:4(7Z,10Z,13Z,16Z))*;*PE(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(9Z,12Z-octadecadienoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*Coenzyme Q9*,*Ubiquinone-9*,*Coenzyme Q9","Unknown;Unknown,C00157;Unknown,C00157;Unknown,C00157;C00350;C00157;C00157,Unknown;C00399,C01967,Unknown","2H_3"
534,835.6071,4499.9121,5809.6773,7535.2743,8219.5105,8473.6691,2375.9194,7314.068,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;LMGP01010641,Unknown;Unknown,LMGP01010847;Unknown,LMGP01010820","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-7-{m+0}(0.9065)(Niso-1);C46H86N1O8P1-[M+Na+]-2H-1-{m+0}(0.88132)(Niso-1);C48H82N1O8P1-[M+H+]-2H-3-{m+0}(0.87126)(Niso-1);C48H84N1O8P1-[M+H+]-2H-1-{m+0}(0.87103)(Niso-1)","Unknown,HMDB09778;Unknown,HMDB08020;HMDB08090,Unknown;HMDB08057,Unknown","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*1-hexadecanoyl-2-(13Z,16Z,19Z-docosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:2(13Z,16Z))*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00626;Unknown,C00157;C00157,Unknown;C00157,Unknown","2H_7"
535,835.6094,0,5238.169,8739.3386,0,0,0,0,"Unknown,Unknown","Unknown,LMGP01010820","Unknown,Unknown","C48H84N1O8P1-[M+H+]-2H-1-{m+0}(0.95675)(Niso-2)","HMDB08057,Unknown","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine","C00157,Unknown","2H_1"
536,836.6129,0,1200.2514,2131.7461,1449.887,1852.3744,0,1826.5093,"Unknown,Unknown;DBLINKS6891,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP06010007,Unknown;Unknown,LMFA01160001;LMGP01010641,Unknown;LMGP01010640,Unknown;Unknown,LMGP01010847;Unknown,LMGP02010004;LMGP01010815,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C41H79O13P1-[M+NH4+]-2H-8-{m+0}(0.90655)(Niso-1);C44H82O13-[M+NH4+]-{m+0}(0.89378)(Niso-1);C46H86N1O8P1-[M+Na+]-2H-2-{m+0}(0.88137)(Niso-1);C46H88N1O8P1-[M+Na+]-{m+0}(0.88115)(Niso-1);C48H82N1O8P1-[M+H+]-2H-4-{m+0}(0.87131)(Niso-1);C48H84N1O8P1-[M+H+]-2H-2-{m+0}(0.87109)(Niso-1);C48H86N1O8P1-[M+H+]-{m+0}(0.87092)(Niso-1)","Unknown,HMDB09778;Unknown,Unknown;Unknown,HMDB08020;Unknown,HMDB07927;HMDB08090,Unknown;HMDB08727,Unknown;Unknown,HMDB08055","1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)*;*alpha,alpha'-Trehalose6-mycolate*,*6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranosyl alpha-D-glucopyranoside*;*1-hexadecanoyl-2-(13Z,16Z,19Z-docosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:2(13Z,16Z))*;*1-hexadecanoyl-2-(13Z,16Z-docosadienoyl)-sn-glycero-3-phosphocholine*,*PC(14:1(9Z)/24:1(15Z))*;*PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(11Z-octadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine*;*1-octadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))","Unknown,C00626;C04218,C04218;Unknown,C00157;Unknown,C00157;C00157,Unknown;C00157,Unknown;Unknown,C00157","2H_8"
537,836.6178,0,0,985.5738,0,1363.7128,0,677.4696,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","Unknown,LMGP01010640;Unknown,LMGP02010004;Unknown,LMGP01010815","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C46H88N1O8P1-[M+Na+]-{m+0}(0.88115)(Niso-1);C48H84N1O8P1-[M+H+]-2H-2-{m+0}(0.87109)(Niso-1);C48H86N1O8P1-[M+H+]-{m+0}(0.87092)(Niso-1)","HMDB07927,Unknown;HMDB08727,Unknown;HMDB08055,Unknown","PC(14:1(9Z)/24:1(15Z))*,*1-hexadecanoyl-2-(13Z,16Z-docosadienoyl)-sn-glycero-3-phosphocholine*;*PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine*;*PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine","C00157,Unknown;C00157,Unknown;C00157,Unknown","2H_2"
538,844.5278,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown","Unknown,LMGP01010649;LMSP0501AB02","Unknown,Unknown;Unknown","C46H80N1O8P1-[M+K+]-{m+0}(0.99313)(Niso-2);C45H88N1O13-[M+K+]-{m+0}(0.88691)(Niso-1)","HMDB07991,Unknown;Unknown","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*N-(dodecanoyl)-1-beta-lactosyl-sphing-4-enine","C00157,Unknown;Unknown","N"
539,845.5277,1121.0208,0,0,0,6399.2355,0,751.7369,"Unknown,Unknown","LMGP04010040,Unknown","Unknown,Unknown","C46H79O10P1-[M+Na+]-{m+0}(0.88365)(Niso-1)","Unknown,HMDB10614","1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*,*PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown,Unknown","N"
540,845.5318,1443.4387,1000.2999,0,0,7022.4658,51328.4582,838.8776,"Unknown,Unknown","Unknown,LMGP04010040","Unknown,Unknown","C46H79O10P1-[M+Na+]-{m+0}(0.88365)(Niso-1)","HMDB10614,Unknown","PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","Unknown,Unknown","N"
541,845.5347,0,0,0,0,0,0,0,"14361;Unknown,Unknown","Unknown;Unknown,LMGP04010040","26769-11-9;Unknown,Unknown","C44H69N5O10-[M+NH4+]-{m+0}(0.88566)(Niso-1);C46H79O10P1-[M+Na+]-{m+0}(0.88365)(Niso-1)","Unknown;HMDB10614,Unknown","MycobactinS*;*PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","C12216;Unknown,Unknown","N"
542,845.5456,0,0,0,0,0,0,0,"DBLINKS47205092;Unknown","Unknown;LMGP03010005","Unknown;Unknown","C48H76O12-[M+H+]-{m+0}(0.99146)(Niso-2);C42H80N1O10P1-[M+K+]-{m+0}(0.90127)(Niso-1)","Unknown;Unknown","HalstoctacosanolideA*;*1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine (ammonium salt)","C15766;Unknown","N"
543,846.5431,0,0,0,0,0,0,0,"Unknown,Unknown","Unknown,LMGP01010644","Unknown,Unknown","C46H82N1O8P1-[M+K+]-{m+0}(0.88148)(Niso-1)","HMDB07989,Unknown","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine","C00157,Unknown","N"
544,847.6847,0,0,0,0,0,0,0,"Unknown,Unknown","Unknown,LMGP01010820","Unknown,Unknown","C48H84N1O8P1-[M+H+]-2H-13-{m+0}(0.8717)(Niso-1)","HMDB08057,Unknown","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine","C00157,Unknown","2H_13"
545,848.5612,0,0,0,0,3374.3643,1396.4593,0,"Unknown,Unknown","Unknown,LMGP01010642","Unknown,Unknown","C46H84N1O8P1-[M+K+]-{m+0}(0.98867)(Niso-2)","HMDB07988,Unknown","PC(16:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine","C00157,Unknown","N"
546,849.5658,839.9862,0,0,0,1434.2443,0,0,"14361;Unknown","Unknown;Unknown","26769-11-9;Unknown","C44H69N5O10-[M+NH4+]-2H-4-{m+0}(0.88395)(Niso-1);C46H83O10P1-[M+Na+]-{m+0}(0.88344)(Niso-1)","Unknown;HMDB10611","MycobactinS*;*PG(18:0/22:4(7Z,10Z,13Z,16Z))","C12216;Unknown","2H_4"
547,849.6911,0,0,1218.7884,0,712.812,0,0,"DBLINKS6891,Unknown;Unknown,Unknown;Unknown,9544032","Unknown,LMFA01160001;LMGP01010641,Unknown;LMGL03010046,Unknown","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C44H82O13-[M+NH4+]-2H-13-{m+0}(0.8926)(Niso-1);C46H86N1O8P1-[M+Na+]-2H-15-{m+0}(0.88207)(Niso-1);C53H94O6-[M+Na+]-{m+0}(0.84446)(Niso-1)","Unknown,Unknown;Unknown,HMDB08020;Unknown,HMDB05435","alpha,alpha'-Trehalose6-mycolate*,*6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranosyl alpha-D-glucopyranoside*;*1-hexadecanoyl-2-(13Z,16Z,19Z-docosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:2(13Z,16Z))*;*1-hexadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*,*TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso3]","C04218,C04218;Unknown,C00157;Unknown,C00422","2H_13"
548,849.6989,18750.6769,6037.5677,6750.4867,7429.269,10070.3293,4470.2056,9576.1407,"Unknown,Unknown;Unknown,Unknown;9544032,Unknown","Unknown,LMGL03010196;Unknown,LMGP01010820;Unknown,LMGL03010046","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C55H92O6-[M+H+]-{m+0}(0.98919)(Niso-3);C48H84N1O8P1-[M+H+]-2H-15-{m+0}(0.87182)(Niso-1);C53H94O6-[M+Na+]-{m+0}(0.84446)(Niso-1)","HMDB10517,Unknown;HMDB08057,Unknown;HMDB05435,Unknown","TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso3]*,*1-hexadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol","Unknown,Unknown;C00157,Unknown;C00422,Unknown","2H_15"
549,849.6993,0,0,0,0,0,0,0,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP01010640,Unknown;Unknown,LMGL03010196;LMGP01010815,Unknown;Unknown,LMGP01010820","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C46H88N1O8P1-[M+Na+]-2H-13-{m+0}(0.97656)(Niso-2);C55H92O6-[M+H+]-{m+0}(0.94754)(Niso-3);C48H86N1O8P1-[M+H+]-2H-13-{m+0}(0.94197)(Niso-3);C48H84N1O8P1-[M+H+]-2H-15-{m+0}(0.87182)(Niso-1)","Unknown,HMDB07927;HMDB10517,Unknown;Unknown,HMDB08055;HMDB08057,Unknown","1-hexadecanoyl-2-(13Z,16Z-docosadienoyl)-sn-glycero-3-phosphocholine*,*PC(14:1(9Z)/24:1(15Z))*;*TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*1-octadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))*;*PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-octadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,C00157;Unknown,Unknown;Unknown,C00157;C00157,Unknown","2H_13"
550,850.7043,8653.3064,1660.5866,3140.9902,3107.1273,5622.858,1932.9474,5485.2328,"9544032,Unknown;Unknown,Unknown;Unknown","Unknown,LMGL03010046;Unknown,LMGL03010196;LMPR02010032","Unknown,Unknown;Unknown,Unknown;Unknown","C53H94O6-[M+Na+]-2H-1-{m+0}(0.98969)(Niso-2);C55H92O6-[M+H+]-2H-1-{m+0}(0.98841)(Niso-2);C58H88O3-[M+NH4+]-{m+0}(0.987)(Niso-2)","HMDB05435,Unknown;HMDB10517,Unknown;Unknown","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso3]*,*1-hexadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*;*TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","C00422,Unknown;Unknown,Unknown;Unknown","2H_1"
551,851.6999,0,0,0,0,0,0,0,"DBLINKS6891,Unknown;Unknown","Unknown,LMFA01160001;LMSP03010027","Unknown,Unknown;Unknown","C44H82O13-[M+NH4+]-2H-15-{m+0}(0.99958)(Niso-3);C48H97N2O6P1-[M+Na+]-{m+0}(0.86821)(Niso-1)","Unknown,Unknown;Unknown","alpha,alpha'-Trehalose6-mycolate*,*6-O-[3-hydroxy-2-tetradecyloctadec-11E-enoyl]-alpha-D-glucopyranosyl alpha-D-glucopyranoside*;*N-(pentacosanoyl)-sphing-4-enine-1-phosphocholine","C04218,C04218;Unknown","2H_15"
552,851.707,7686.9301,3082.0725,0,0,0,0,3530.8103,"9544032,Unknown;Unknown,9544021;Unknown,Unknown","Unknown,LMGL03010046;LMGL03010037,Unknown;Unknown,LMGL03010247","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C53H94O6-[M+Na+]-2H-2-{m+0}(0.84458)(Niso-1);C53H96O6-[M+Na+]-{m+0}(0.84434)(Niso-1);C55H92O6-[M+H+]-2H-2-{m+0}(0.83291)(Niso-1)","HMDB05435,Unknown;Unknown,HMDB05379;HMDB10517,Unknown","TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso3]*,*1-hexadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*;*1-(9Z-hexadecenoyl)-2,3-di-(9Z-heptadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/18:2(9Z,12Z))[iso6]*;*TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z-hexadecenoyl)-3-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycerol","C00422,Unknown;Unknown,C00422;Unknown,Unknown","2H_2"
553,851.7152,162609.4093,32577.3565,50909.2401,44553.3328,12390.4236,81080.7964,9337.1889,"9544179,Unknown;Unknown","Unknown,LMGL03010166;LMPR02010032","Unknown,Unknown;Unknown","C55H94O6-[M+H+]-{m+0}(0.9692)(Niso-2);C58H88O3-[M+NH4+]-2H-1-{m+0}(0.95798)(Niso-2)","HMDB05436,Unknown;Unknown","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","C00422,Unknown;Unknown","2H_1"
554,852.5565,2256.337,0,0,0,949.8688,0,0,"Unknown;Unknown,Unknown","Unknown;Unknown,LMGP01011059","Unknown;Unknown,Unknown","C43H79O13P1-[M+NH4+]-{m+0}(0.8987)(Niso-1);C50H78N1O8P1-[M+H+]-{m+0}(0.86062)(Niso-1)","HMDB09784;HMDB08518,Unknown","PI(16:0/18:2(9Z,12Z))*;*PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","C00626;C00157,Unknown","N"
555,852.7105,0,0,0,0,0,0,0,"Unknown,9544032","LMGL03010046,Unknown","Unknown,Unknown","C53H94O6-[M+Na+]-2H-3-{m+0}(0.84464)(Niso-1)","Unknown,HMDB05435","1-hexadecanoyl-2,3-di-(9Z,12Z-heptadecadienoyl)-sn-glycerol*,*TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))[iso3]","Unknown,C00422","2H_3"
556,852.7189,59044.9834,17695.5584,20527.1632,19796.7102,8012.6268,25200.2565,6518.6021,"9544179,Unknown;Unknown,9544021;Unknown,Unknown;Unknown","Unknown,LMGL03010166;LMGL03010037,Unknown;Unknown,LMGL03010196;LMPR02010032","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C55H94O6-[M+H+]-2H-1-{m+0}(0.9884)(Niso-2);C53H96O6-[M+Na+]-2H-1-{m+0}(0.8444)(Niso-1);C55H92O6-[M+H+]-2H-3-{m+0}(0.83297)(Niso-1);C58H88O3-[M+NH4+]-2H-2-{m+0}(0.44011)(Niso-2)","HMDB05436,Unknown;Unknown,HMDB05379;HMDB10517,Unknown;Unknown","TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z-octadecadienoyl)-sn-glycerol*;*1-(9Z-hexadecenoyl)-2,3-di-(9Z-heptadecenoyl)-sn-glycerol*,*TG(16:0/16:1(9Z)/18:2(9Z,12Z))[iso6]*;*TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))[iso6]*,*1,2-di-(9Z,12Z-heptadecadienoyl)-3-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycerol*;*3-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaen-1-yl]-5-methoxy-2-methylcyclohexa-2,5-diene-1,4-dione","C00422,Unknown;Unknown,C00422;Unknown,Unknown;Unknown","2H_1"
557,853.671,0,0,0,0,0,0,0,"Unknown","LMGL03010029","Unknown","C52H94O6-[M+K+]-{m+0}(0.85017)(Niso-1)","Unknown","1,2-di-(9Z-hexadecenoyl)-3-(9Z-heptadecenoyl)-sn-glycerol","Unknown","N"
558,853.7102,0,0,0,0,0,0,0,"Unknown","LMSP03010027","Unknown","C48H97N2O6P1-[M+Na+]-2H-2-{m+0}(0.86832)(Niso-1)","Unknown","N-(pentacosanoyl)-sphing-4-enine-1-phosphocholine","Unknown","2H_2"
